"Temp";"Bioscreen";"k";"r"
36;"B";1.36706020526505;0.337410370027176
36;"B";1.61947649791937;0.227282625236801
36;"B";1.64285763833837;0.266553017292985
36;"B";1.54465476889917;0.273007261871085
36;"B";1.5126888525016;0.257011706763268
36;"B";1.37964527768337;0.3154019021613
36;"B";1.36568299336017;0.305605637248638
36;"B";1.42399448123612;0.310787609795254
36;"B";1.40005360764407;0.31791183091048
36;"B";1.423540138227;0.330524148364609
36;"B";1.40012764511121;0.318424955456028
36;"B";1.47432297804467;0.31641104882942
36;"B";1.41611942565755;0.317627954585276
36;"B";1.50682424249687;0.316745773480548
36;"B";1.30049621886088;0.299853642027333
36;"B";1.50390733130034;0.343907286145789
36;"B";1.39767777872982;0.329836261357569
36;"B";1.4129941516532;0.300997324497992
36;"B";1.41387996807347;0.322138785832543
36;"B";1.47558212733696;0.321069164984614
36;"B";1.45013296307442;0.333400711059797
36;"B";1.47910713377463;0.328028310875075
36;"B";1.4181503513773;0.333552277804603
36;"B";1.40660087176832;0.330406298649553
36;"B";1.38587362523467;0.354647235400214
39;"B";0.007892446693243;0.257415908731403
39;"B";0.007915740760437;0.222193895392532
39;"B";0.008120815657877;0.179545373992742
39;"B";0.010194798851628;0.289556460152183
39;"B";0.010835884049026;0.256802422927651
39;"B";0.011271727366098;0.246719499802555
39;"B";0.009231389187652;0.289929863640441
39;"B";0.009223279796111;0.225301907271834
39;"B";0.010024946531938;0.212074855892074
39;"B";0.007453672976242;0.188177293501171
39;"B";0.007300853242107;0.255916086652961
39;"B";0.007163676882438;0.218103874019855
39;"B";0.006814473690096;0.199591526811024
39;"B";0.006995333464197;0.190897581606417
39;"B";0.006380401135245;0.205265997342726
39;"B";0.009438776274443;0.1988404727882
39;"B";0.009451067996931;0.203277593958027
39;"B";0.008320853390048;0.204567546898894
39;"B";0.00782914438339;0.151837584050635
39;"B";0.006097778919278;0.14010792421914
39;"B";0.005138556384545;0.118100647350208
39;"B";0.008050793276091;0.186100464003779
39;"B";0.009;0.217518996524945
39;"B";0.008660837767644;0.220125905932879
39;"B";0.012598143329646;0.289149300198332
39;"B";0.012132448055467;0.285978311991572
39;"B";0.012302108351596;0.297003424579724
39;"B";0.013286968323772;0.274948063358335
39;"B";0.013567999302224;0.274581118758421
39;"B";0.0154768631094;0.279371355253242
