Temperature,Clone.plate,Replicate,Pregrowth.OD,Date,Sample.well,Population.ID,Clone.ID,Mating.type,ade6.allele,Evolution.treatment,Population.size,Experiment.ID,k,r,maxOD,genotype,Observation,Kasvu
38,1,1,1.214,12.7.2023,80,137,137.1,h+,M216,Intermediate,24,225,0,0.07,0.126,h+M216,38 1 1 80,flat
38,1,1,1.63,12.7.2023,81,87,87.1,h+,M210,Slow,24,25,0.83,0.16,0.938,h+M210,38 1 1 81,
38,1,1,1.564,12.7.2023,82,88,88.1,h+,M216,Slow,24,29,0,0.02,0.159,h+M216,38 1 1 82,flat
38,1,1,1.747,12.7.2023,83,anc,anc_h-_M216,h-,M216,anc,anc,340,0,0.03,0.303,h-M216,38 1 1 83,stat
38,1,1,1.743,12.7.2023,84,107,107.1,h+,M210,Mean,24,105,1.27,0.14,1.362,h+M210,38 1 1 84,
38,1,1,1.478,12.7.2023,85,160,160.1,h-,M210,Extreme,24,317,1.14,0.25,1.244,h-M210,38 1 1 85,
38,1,1,1.716,12.7.2023,86,92,92.1,h-,M216,Slow,24,45,0.01,0.33,0.136,h-M216,38 1 1 86,flat
38,1,1,1.559,12.7.2023,87,112,112.1,h-,M210,Mean,24,125,0.01,0.53,0.135,h-M210,38 1 1 87,flat
38,1,1,1.72,12.7.2023,88,101,101.1,h-,M216,Mean,24,81,0.03,0.3,0.15,h-M216,38 1 1 88,flat
38,1,1,1.542,12.7.2023,89,106,106.1,h+,M210,Mean,24,101,0.01,0.34,0.126,h+M210,38 1 1 89,flat
38,1,1,1.364,12.7.2023,91,159,159.1,h-,M210,Extreme,24,313,1.21,0.27,1.338,h-M210,38 1 1 91,
38,1,1,0.678,12.7.2023,92,132,132.1,h-,M210,Intermediate,24,205,0.01,0.05,0.128,h-M210,38 1 1 92,flat
38,1,1,1.648,12.7.2023,93,anc,anc_h- _M210,h-,M210,anc,anc,339,0.02,0.07,0.138,h-M210,38 1 1 93,flat
38,1,1,0.402,12.7.2023,94,156,156.1,h-,M216,Extreme,24,301,1.3,0.39,1.42,h-M216,38 1 1 94,
38,1,1,1.275,12.7.2023,95,anc,anc_h+_M210,h+,M210,anc,anc,369,0.02,0.02,0.132,h+M210,38 1 1 95,flat
38,1,1,0.683,12.7.2023,96,86,86.1,h+,M210,Slow,24,21,0.01,0.04,0.128,h+M210,38 1 1 96,flat
38,1,1,1.457,12.7.2023,97,93,93.1,h+,M216,Slow,24,49,0.1,0.02,0.135,h+M216,38 1 1 97,flat
38,1,1,1.696,12.7.2023,98,anc,anc_h-_M216,h-,M216,anc,anc,372,0,0.03,0.175,h-M216,38 1 1 98,flat
38,1,1,1.421,12.7.2023,99,141,141.1,h+,M216,Intermediate,24,241,0.01,0.05,0.128,h+M216,38 1 1 99,flat
38,1,1,1.286,12.7.2023,100,89,89.1,h+,M216,Slow,24,33,0.01,0.16,0.127,h+M216,38 1 1 100,flat
38,1,2,0.559,12.7.2023,1,115,115.1,h-,M216,Fast,24,137,0.01,0.19,0.129,h-M216,38 1 2 1,flat
38,1,2,0.326,12.7.2023,2,99,99.1,h-,M216,Mean,24,73,0.01,0.09,0.127,h-M216,38 1 2 2,flat
38,1,2,1.415,12.7.2023,3,81,81.1,h+,M216,Slow,24,1,0,0.06,1.012,h+M216,38 1 2 3,stat
38,1,2,1.676,12.7.2023,4,anc,anc_h+_M216,h+,M216,anc,anc,322,0.04,0.41,0.169,h+M216,38 1 2 4,flat
38,1,2,0.213,12.7.2023,6,anc,anc_h- _M210,h-,M210,anc,anc,371,0.01,0.09,0.126,h-M210,38 1 2 6,flat
38,1,2,1.592,12.7.2023,7,95,95.1,h-,M210,Slow,24,57,0.03,0.42,0.153,h-M210,38 1 2 7,flat
38,1,2,1.259,12.7.2023,8,157,157.1,h+,M216,Extreme,24,305,0.01,0.05,0.135,h+M216,38 1 2 8,flat
38,1,2,1.433,12.7.2023,9,151,151.1,h+,M210,Extreme,24,281,0.93,0.36,1.097,h+M210,38 1 2 9,
38,1,2,1.342,12.7.2023,10,122,122.1,h+,M210,Fast,24,165,0.05,0.12,0.182,h+M210,38 1 2 10,flat
38,1,2,0.258,12.7.2023,11,anc,anc_h+_M210,h+,M210,anc,anc,385,0.01,0.03,0.129,h+M210,38 1 2 11,flat
38,1,2,0.915,12.7.2023,12,127,127.1,h-,M210,Fast,24,185,0.01,0.25,0.13,h-M210,38 1 2 12,flat
38,1,2,1.673,12.7.2023,13,anc,anc_h-_M216,h-,M216,anc,anc,388,0.02,0.22,0.148,h-M216,38 1 2 13,flat
38,1,2,0.809,12.7.2023,14,152,152.1,h+,M216,Extreme,24,285,1.62,0.15,1.631,h+M216,38 1 2 14,stat
38,1,2,1.494,12.7.2023,15,82,82.1,h-,M216,Slow,24,5,0.01,0.06,0.128,h-M216,38 1 2 15,flat
38,1,2,1.516,12.7.2023,16,118,118.1,h+,M210,Fast,24,149,0.01,0.15,0.127,h+M210,38 1 2 16,flat
38,1,2,1.653,12.7.2023,17,148,148.1,h-,M210,Extreme,24,269,0.01,0.07,0.128,h-M210,38 1 2 17,flat
38,1,2,0.415,12.7.2023,18,110,110.1,h-,M210,Mean,24,117,0,0.31,0.123,h-M210,38 1 2 18,flat
38,1,2,1.239,12.7.2023,19,113,113.1,h+,M216,Fast,24,129,0.01,0.13,0.127,h+M216,38 1 2 19,flat
38,1,2,1.117,12.7.2023,20,135,135.1,h+,M210,Intermediate,24,217,0.02,0.27,0.143,h+M210,38 1 2 20,flat
38,1,2,0.829,12.7.2023,21,119,119.1,h+,M210,Fast,24,153,0.01,0.08,0.128,h+M210,38 1 2 21,flat
38,1,2,1.498,12.7.2023,22,134,134.1,h+,M210,Intermediate,24,213,0,0.02,0.156,h+M210,38 1 2 22,flat
38,1,2,1.393,12.7.2023,23,102,102.1,h+,M210,Mean,24,85,0.01,0.08,0.127,h+M210,38 1 2 23,flat
38,1,2,1.785,12.7.2023,24,147,147.1,h-,M216,Extreme,24,265,1.36,0.24,1.48,h-M216,38 1 2 24,
38,1,2,0.452,12.7.2023,25,114,114.1,h-,M216,Fast,24,133,0,1.77,0.121,h-M216,38 1 2 25,flat
38,1,2,1.437,12.7.2023,28,129,129.1,h+,M216,Intermediate,24,193,0.01,0.25,0.125,h+M216,38 1 2 28,flat
38,1,2,1.134,12.7.2023,29,146,146.1,h-,M216,Extreme,24,261,0,0.13,0.241,h-M216,38 1 2 29,stat
38,1,2,1.4,12.7.2023,30,124,124.1,h-,M216,Fast,24,173,0.01,0.04,0.126,h-M216,38 1 2 30,flat
38,1,2,1.721,12.7.2023,31,anc,anc_h+_M216,h+,M216,anc,anc,386,0,0.05,0.388,h+M216,38 1 2 31,stat
38,1,2,0.864,12.7.2023,33,139,139.1,h+,M210,Intermediate,24,233,0.01,0.05,0.124,h+M210,38 1 2 33,flat
38,1,2,1.022,12.7.2023,34,anc,anc_h+_M210,h+,M210,anc,anc,337,0,0.03,0.166,h+M210,38 1 2 34,flat
38,1,2,0.964,12.7.2023,37,anc,anc_h- _M210,h-,M210,anc,anc,323,0,1.14,0.121,h-M210,38 1 2 37,flat
38,1,2,1.771,12.7.2023,38,140,140.1,h-,M216,Intermediate,24,237,0,0.01,0.124,h-M216,38 1 2 38,flat
38,1,2,1.557,12.7.2023,39,143,143.1,h-,M210,Intermediate,24,249,0,0.25,0.123,h-M210,38 1 2 39,flat
38,1,2,1.422,12.7.2023,40,142,142.1,h-,M210,Intermediate,24,245,0.01,0.15,0.129,h-M210,38 1 2 40,flat
38,1,2,0.64,12.7.2023,41,123,123.1,h+,M210,Fast,24,169,0.01,0.17,0.131,h+M210,38 1 2 41,flat
38,1,2,1.529,12.7.2023,42,138,138.1,h+,M210,Intermediate,24,229,0.01,0.21,0.128,h+M210,38 1 2 42,flat
38,1,2,1.24,12.7.2023,43,150,150.1,h+,M210,Extreme,24,277,0,0.01,0.128,h+M210,38 1 2 43,flat
38,1,2,1.66,12.7.2023,48,104,104.1,h+,M216,Mean,24,93,0.03,0.16,0.153,h+M216,38 1 2 48,flat
38,1,2,1.574,12.7.2023,49,94,94.1,h-,M210,Slow,24,53,0.16,0,0.121,h-M210,38 1 2 49,flat
38,1,2,1.472,12.7.2023,50,154,154.1,h+,M210,Extreme,24,293,1.25,0.32,0.369,h+M210,38 1 2 50,stat
38,1,2,1.716,12.7.2023,52,136,136.1,h+,M216,Intermediate,24,221,0.02,0.33,0.136,h+M216,38 1 2 52,flat
38,1,2,1.763,12.7.2023,53,anc,anc_h-_M216,h-,M216,anc,anc,324,0.02,0.2,0.152,h-M216,38 1 2 53,flat
38,1,2,0.227,12.7.2023,54,97,97.1,h+,M216,Mean,24,65,0,1.71,0.125,h+M216,38 1 2 54,flat
38,1,2,0.623,12.7.2023,55,98,98.1,h-,M216,Mean,24,69,0.01,0.57,0.124,h-M216,38 1 2 55,flat
38,1,2,1.395,12.7.2023,56,103,103.1,h+,M210,Mean,24,89,0.01,0.02,0.127,h+M210,38 1 2 56,flat
38,1,2,1.426,12.7.2023,57,anc,anc_h- _M210,h-,M210,anc,anc,387,0.01,0.26,0.126,h-M210,38 1 2 57,flat
38,1,2,1.703,12.7.2023,59,145,145.1,h+,M216,Extreme,24,257,1.38,0.25,1.498,h+M216,38 1 2 59,
38,1,2,1.36,12.7.2023,60,133,133.1,h-,M216,Intermediate,24,209,0.01,0.09,0.127,h-M216,38 1 2 60,flat
38,1,2,0.265,12.7.2023,61,117,117.1,h-,M216,Fast,24,145,0.01,0.07,0.127,h-M216,38 1 2 61,flat
38,1,2,1.681,12.7.2023,62,109,109.1,h+,M216,Mean,24,113,1.19,0.15,1.29,h+M216,38 1 2 62,
38,1,2,1.701,12.7.2023,63,anc,anc_h+_M210,h+,M210,anc,anc,321,0,0.05,0.56,h+M210,38 1 2 63,stat
38,1,2,0.599,12.7.2023,64,96,96.1,h-,M210,Slow,24,61,0,1.96,0.122,h-M210,38 1 2 64,flat
38,1,2,1.337,12.7.2023,65,144,144.1,h-,M210,Intermediate,24,253,0,0.24,0.124,h-M210,38 1 2 65,flat
38,1,2,1.733,12.7.2023,66,anc,anc_h+_M216,h+,M216,anc,anc,338,0.02,0.3,0.151,h+M216,38 1 2 66,flat
38,1,2,0.86,12.7.2023,67,128,128.1,h-,M210,Fast,24,189,0,1.06,0.123,h-M210,38 1 2 67,flat
38,1,2,1.019,12.7.2023,68,120,120.1,h+,M216,Fast,24,157,0.06,0.35,0.182,h+M216,38 1 2 68,flat
38,1,2,1.556,12.7.2023,69,83,83.1,h-,M216,Slow,24,9,1.13,0.15,1.234,h-M216,38 1 2 69,stat
38,1,2,1.67,12.7.2023,70,155,155.1,h+,M210,Extreme,24,297,1.43,0.2,1.545,h+M210,38 1 2 70,
38,1,2,1.714,12.7.2023,71,100,100.1,h-,M210,Mean,24,77,0.45,0.06,0.518,h-M210,38 1 2 71,stat
38,1,2,1.268,12.7.2023,72,90,90.1,h+,M210,Slow,24,37,0.01,0.14,0.13,h+M210,38 1 2 72,flat
38,1,2,1.738,12.7.2023,73,anc,anc_h+_M216,h+,M216,anc,anc,370,0,0.06,0.921,h+M216,38 1 2 73,stat
38,1,2,1.419,12.7.2023,74,149,149.1,h-,M216,Extreme,24,273,1.15,0.21,1.239,h-M216,38 1 2 74,
38,1,2,1.672,12.7.2023,75,158,158.1,h-,M210,Extreme,24,309,0.73,0.2,0.825,h-M210,38 1 2 75,stat
38,1,2,0.666,12.7.2023,76,105,105.1,h+,M216,Mean,24,97,0,0.71,0.124,h+M216,38 1 2 76,flat
38,1,2,1.472,12.7.2023,77,125,125.1,h+,M216,Fast,24,177,0.01,0.07,0.129,h+M216,38 1 2 77,flat
38,1,2,1.475,12.7.2023,78,126,126.1,h-,M210,Fast,24,181,0.01,0.28,0.129,h-M210,38 1 2 78,flat
38,1,2,1.214,12.7.2023,80,137,137.1,h+,M216,Intermediate,24,225,0.01,0.1,0.127,h+M216,38 1 2 80,flat
38,1,2,1.63,12.7.2023,81,87,87.1,h+,M210,Slow,24,25,1.32,0.27,1.459,h+M210,38 1 2 81,
38,1,2,1.564,12.7.2023,82,88,88.1,h+,M216,Slow,24,29,0,0.04,0.259,h+M216,38 1 2 82,stat
38,1,2,1.747,12.7.2023,83,anc,anc_h-_M216,h-,M216,anc,anc,340,0,0.03,0.345,h-M216,38 1 2 83,stat
38,1,2,1.743,12.7.2023,84,107,107.1,h+,M210,Mean,24,105,1.28,0.14,1.387,h+M210,38 1 2 84,
38,1,2,1.478,12.7.2023,85,160,160.1,h-,M210,Extreme,24,317,1.39,0.25,1.498,h-M210,38 1 2 85,
38,1,2,1.716,12.7.2023,86,92,92.1,h-,M216,Slow,24,45,0.02,0.28,0.14,h-M216,38 1 2 86,flat
38,1,2,1.559,12.7.2023,87,112,112.1,h-,M210,Mean,24,125,0.02,0.56,0.15,h-M210,38 1 2 87,flat
38,1,2,1.72,12.7.2023,88,101,101.1,h-,M216,Mean,24,81,0.03,0.28,0.154,h-M216,38 1 2 88,flat
38,1,2,1.542,12.7.2023,89,106,106.1,h+,M210,Mean,24,101,0.01,0.12,0.127,h+M210,38 1 2 89,flat
38,1,2,1.446,12.7.2023,90,111,111.1,h-,M210,Mean,24,121,0.01,0.03,0.126,h-M210,38 1 2 90,flat
38,1,2,1.364,12.7.2023,91,159,159.1,h-,M210,Extreme,24,313,1.33,0.27,1.447,h-M210,38 1 2 91,
38,1,2,0.678,12.7.2023,92,132,132.1,h-,M210,Intermediate,24,205,0.01,0.05,0.129,h-M210,38 1 2 92,flat
38,1,2,1.648,12.7.2023,93,anc,anc_h- _M210,h-,M210,anc,anc,339,0.02,0.21,0.145,h-M210,38 1 2 93,flat
38,1,2,0.402,12.7.2023,94,156,156.1,h-,M216,Extreme,24,301,1.31,0.34,1.433,h-M216,38 1 2 94,
38,1,2,1.275,12.7.2023,95,anc,anc_h+_M210,h+,M210,anc,anc,369,0,0.02,0.14,h+M210,38 1 2 95,flat
38,1,2,0.683,12.7.2023,96,86,86.1,h+,M210,Slow,24,21,0.01,0.05,0.128,h+M210,38 1 2 96,flat
38,1,2,1.457,12.7.2023,97,93,93.1,h+,M216,Slow,24,49,0,0.03,0.18,h+M216,38 1 2 97,flat
38,1,2,1.696,12.7.2023,98,anc,anc_h-_M216,h-,M216,anc,anc,372,0,0.06,0.25,h-M216,38 1 2 98,stat
38,1,2,1.421,12.7.2023,99,141,141.1,h+,M216,Intermediate,24,241,0.01,0.07,0.132,h+M216,38 1 2 99,flat
38,1,2,1.286,12.7.2023,100,89,89.1,h+,M216,Slow,24,33,0.01,0.12,0.127,h+M216,38 1 2 100,flat
38,1,3,0.36,26.7.2023,1,115,115.1,h-,M216,Fast,24,137,0.01,0.08,0.131,h-M216,38 1 3 1,flat
38,1,3,0.674,26.7.2023,2,99,99.1,h-,M216,Mean,24,73,0.02,0.18,0.137,h-M216,38 1 3 2,flat
38,1,3,1.563,26.7.2023,3,81,81.1,h+,M216,Slow,24,1,0.49,0.32,0.91,h+M216,38 1 3 3,bad
38,1,3,1.688,26.7.2023,4,anc,anc_h+_M216,h+,M216,anc,anc,322,1.41,0.17,1.517,h+M216,38 1 3 4,
38,1,3,0.191,26.7.2023,6,anc,anc_h- _M210,h-,M210,anc,anc,371,0.01,0.1,0.126,h-M210,38 1 3 6,flat
38,1,3,1.668,26.7.2023,7,95,95.1,h-,M210,Slow,24,57,0.75,0.12,0.876,h-M210,38 1 3 7,
38,1,3,0.976,26.7.2023,8,157,157.1,h+,M216,Extreme,24,305,1.36,0.12,1.246,h+M216,38 1 3 8,stat
38,1,3,0.261,26.7.2023,9,151,151.1,h+,M210,Extreme,24,281,1.13,0.24,1.265,h+M210,38 1 3 9,
38,1,3,0.526,26.7.2023,10,122,122.1,h+,M210,Fast,24,165,0.02,0.16,0.144,h+M210,38 1 3 10,flat
38,1,3,0.521,26.7.2023,11,anc,anc_h+_M210,h+,M210,anc,anc,385,0.89,0.02,0.167,h+M210,38 1 3 11,flat
38,1,3,1.136,26.7.2023,12,127,127.1,h-,M210,Fast,24,185,0.01,0.16,0.13,h-M210,38 1 3 12,flat
38,1,3,1.743,26.7.2023,13,anc,anc_h-_M216,h-,M216,anc,anc,388,1.37,0.17,1.485,h-M216,38 1 3 13,
38,1,3,1.123,26.7.2023,14,152,152.1,h+,M216,Extreme,24,285,1.42,0.22,1.537,h+M216,38 1 3 14,
38,1,3,1.581,26.7.2023,15,82,82.1,h-,M216,Slow,24,5,0.07,0.04,0.17,h-M216,38 1 3 15,flat
38,1,3,1.563,26.7.2023,16,118,118.1,h+,M210,Fast,24,149,0.01,0.15,0.136,h+M210,38 1 3 16,flat
38,1,3,1.604,26.7.2023,17,148,148.1,h-,M210,Extreme,24,269,0,0.02,0.152,h-M210,38 1 3 17,flat
38,1,3,0.199,26.7.2023,18,110,110.1,h-,M210,Mean,24,117,0,0.47,0.123,h-M210,38 1 3 18,flat
38,1,3,1.073,26.7.2023,19,113,113.1,h+,M216,Fast,24,129,0.01,0.14,0.129,h+M216,38 1 3 19,flat
38,1,3,0.273,26.7.2023,20,135,135.1,h+,M210,Intermediate,24,217,0.01,0.17,0.132,h+M210,38 1 3 20,flat
38,1,3,0.861,26.7.2023,21,119,119.1,h+,M210,Fast,24,153,0.02,0.25,0.14,h+M210,38 1 3 21,flat
38,1,3,1.202,26.7.2023,22,134,134.1,h+,M210,Intermediate,24,213,1.81,0.09,1.173,h+M210,38 1 3 22,stat
38,1,3,1.496,26.7.2023,23,102,102.1,h+,M210,Mean,24,85,0.01,0.18,0.128,h+M210,38 1 3 23,flat
38,1,3,1.734,26.7.2023,24,147,147.1,h-,M216,Extreme,24,265,1.44,0.23,1.564,h-M216,38 1 3 24,
38,1,3,0.982,26.7.2023,25,114,114.1,h-,M216,Fast,24,133,0.01,0.24,0.125,h-M216,38 1 3 25,flat
38,1,3,1.524,26.7.2023,26,108,108.1,h-,M216,Mean,24,109,0.01,0.25,0.134,h-M216,38 1 3 26,flat
38,1,3,0.766,26.7.2023,27,130,130.1,h-,M216,Intermediate,24,197,0.01,0.06,0.125,h-M216,38 1 3 27,flat
38,1,3,1.031,26.7.2023,28,129,129.1,h+,M216,Intermediate,24,193,0.01,0.27,0.136,h+M216,38 1 3 28,flat
38,1,3,0.661,26.7.2023,29,146,146.1,h-,M216,Extreme,24,261,1.67,0.23,1.746,h-M216,38 1 3 29,
38,1,3,1.101,26.7.2023,30,124,124.1,h-,M216,Fast,24,173,0.01,0.53,0.131,h-M216,38 1 3 30,flat
38,1,3,1.752,26.7.2023,31,anc,anc_h+_M216,h+,M216,anc,anc,386,1.32,0.16,1.402,h+M216,38 1 3 31,
38,1,3,1.494,26.7.2023,33,139,139.1,h+,M210,Intermediate,24,233,1.06,0.17,1.173,h+M210,38 1 3 33,
38,1,3,0.843,26.7.2023,34,anc,anc_h+_M210,h+,M210,anc,anc,337,0,0.01,0.175,h+M210,38 1 3 34,flat
38,1,3,1.496,26.7.2023,35,85,85.1,h-,M216,Slow,24,17,0,0.06,0.212,h-M216,38 1 3 35,stat
38,1,3,1.615,26.7.2023,36,153,153.1,h+,M216,Extreme,24,289,0.66,0.22,0.785,h+M216,38 1 3 36,
38,1,3,0.419,26.7.2023,37,anc,anc_h- _M210,h-,M210,anc,anc,323,0.01,0.45,0.126,h-M210,38 1 3 37,flat
38,1,3,1.807,26.7.2023,38,140,140.1,h-,M216,Intermediate,24,237,0,0.02,0.176,h-M216,38 1 3 38,flat
38,1,3,0.964,26.7.2023,40,142,142.1,h-,M210,Intermediate,24,245,0.02,0.36,0.142,h-M210,38 1 3 40,flat
38,1,3,1.478,26.7.2023,41,123,123.1,h+,M210,Fast,24,169,0.03,0.24,0.155,h+M210,38 1 3 41,flat
38,1,3,1.524,26.7.2023,42,138,138.1,h+,M210,Intermediate,24,229,0.04,0.39,0.168,h+M210,38 1 3 42,flat
38,1,3,0.713,26.7.2023,43,150,150.1,h+,M210,Extreme,24,277,1.03,0.15,1.096,h+M210,38 1 3 43,
38,1,3,1.377,26.7.2023,44,116,116.1,h-,M210,Fast,24,141,0.02,0.52,0.156,h-M210,38 1 3 44,flat
38,1,3,0.248,26.7.2023,46,131,131.1,h-,M216,Intermediate,24,201,0,1.82,0.122,h-M216,38 1 3 46,flat
38,1,3,1.047,26.7.2023,47,91,91.1,h+,M210,Slow,24,41,0.01,0.07,0.124,h+M210,38 1 3 47,flat
38,1,3,1.681,26.7.2023,48,104,104.1,h+,M216,Mean,24,93,0.2,0.18,0.34,h+M216,38 1 3 48,bad
38,1,3,1.195,26.7.2023,49,94,94.1,h-,M210,Slow,24,53,0.01,0.09,0.127,h-M210,38 1 3 49,flat
38,1,3,0.371,26.7.2023,50,154,154.1,h+,M210,Extreme,24,293,2.15,0.15,0.9,h+M210,38 1 3 50,stat
38,1,3,1.716,26.7.2023,52,136,136.1,h+,M216,Intermediate,24,221,0.02,0.31,0.138,h+M216,38 1 3 52,flat
38,1,3,1.679,26.7.2023,53,anc,anc_h-_M216,h-,M216,anc,anc,324,1.37,0.15,1.457,h-M216,38 1 3 53,
38,1,3,1.119,26.7.2023,56,103,103.1,h+,M210,Mean,24,89,0,0.04,0.266,h+M210,38 1 3 56,stat
38,1,3,0.851,26.7.2023,57,anc,anc_h- _M210,h-,M210,anc,anc,387,0,2.85,0.123,h-M210,38 1 3 57,flat
38,1,3,1.187,26.7.2023,58,84,84.1,h-,M210,Slow,24,13,0.01,0.06,0.13,h-M210,38 1 3 58,flat
38,1,3,1.753,26.7.2023,59,145,145.1,h+,M216,Extreme,24,257,1.29,0.27,1.42,h+M216,38 1 3 59,
38,1,3,0.961,26.7.2023,60,133,133.1,h-,M216,Intermediate,24,209,0.01,0.07,0.129,h-M216,38 1 3 60,flat
38,1,3,1.381,26.7.2023,61,117,117.1,h-,M216,Fast,24,145,0.01,0.08,0.134,h-M216,38 1 3 61,flat
38,1,3,1.71,26.7.2023,62,109,109.1,h+,M216,Mean,24,113,1.3,0.17,1.391,h+M216,38 1 3 62,
38,1,3,1.636,26.7.2023,63,anc,anc_h+_M210,h+,M210,anc,anc,321,1.55,0.12,1.492,h+M210,38 1 3 63,stat
38,1,3,0.641,26.7.2023,64,96,96.1,h-,M210,Slow,24,61,0,0.07,0.126,h-M210,38 1 3 64,flat
38,1,3,1.452,26.7.2023,65,144,144.1,h-,M210,Intermediate,24,253,0,0.08,0.126,h-M210,38 1 3 65,flat
38,1,3,1.747,26.7.2023,66,anc,anc_h+_M216,h+,M216,anc,anc,338,1.43,0.15,1.509,h+M216,38 1 3 66,
38,1,3,0.266,26.7.2023,67,128,128.1,h-,M210,Fast,24,189,0.05,0.25,0.173,h-M210,38 1 3 67,flat
38,1,3,0.24,26.7.2023,68,120,120.1,h+,M216,Fast,24,157,0,0.01,0.119,h+M216,38 1 3 68,flat
38,1,3,1.529,26.7.2023,69,83,83.1,h-,M216,Slow,24,9,1.14,0.12,1.196,h-M216,38 1 3 69,
38,1,3,1.682,26.7.2023,70,155,155.1,h+,M210,Extreme,24,297,1.3,0.19,1.423,h+M210,38 1 3 70,
38,1,3,1.62,26.7.2023,71,100,100.1,h-,M210,Mean,24,77,0.86,0.06,0.776,h-M210,38 1 3 71,stat
38,1,3,1.427,26.7.2023,72,90,90.1,h+,M210,Slow,24,37,0.08,0.1,0.216,h+M210,38 1 3 72,stat
38,1,3,1.696,26.7.2023,73,anc,anc_h+_M216,h+,M216,anc,anc,370,1.3,0.13,1.404,h+M216,38 1 3 73,
38,1,3,1.581,26.7.2023,74,149,149.1,h-,M216,Extreme,24,273,1.35,0.24,1.471,h-M216,38 1 3 74,
38,1,3,1.656,26.7.2023,75,158,158.1,h-,M210,Extreme,24,309,1.13,0.2,1.245,h-M210,38 1 3 75,
38,1,3,0.233,26.7.2023,76,105,105.1,h+,M216,Mean,24,97,0,2.03,0.123,h+M216,38 1 3 76,flat
38,1,3,1.344,26.7.2023,77,125,125.1,h+,M216,Fast,24,177,0.04,0.07,0.166,h+M216,38 1 3 77,flat
38,1,3,0.978,26.7.2023,78,126,126.1,h-,M210,Fast,24,181,0.01,0.29,0.124,h-M210,38 1 3 78,flat
38,1,3,0.422,26.7.2023,80,137,137.1,h+,M216,Intermediate,24,225,0.01,0.1,0.127,h+M216,38 1 3 80,flat
38,1,3,1.506,26.7.2023,81,87,87.1,h+,M210,Slow,24,25,1.32,0.18,1.397,h+M210,38 1 3 81,
38,1,3,1.579,26.7.2023,82,88,88.1,h+,M216,Slow,24,29,1.41,0.15,1.486,h+M216,38 1 3 82,
38,1,3,1.71,26.7.2023,83,anc,anc_h-_M216,h-,M216,anc,anc,340,1.43,0.17,1.543,h-M216,38 1 3 83,
38,1,3,1.713,26.7.2023,84,107,107.1,h+,M210,Mean,24,105,1.29,0.16,1.416,h+M210,38 1 3 84,
38,1,3,1.547,26.7.2023,85,160,160.1,h-,M210,Extreme,24,317,1.69,0.2,1.741,h-M210,38 1 3 85,stat
38,1,3,1.692,26.7.2023,86,92,92.1,h-,M216,Slow,24,45,0.27,0.06,0.406,h-M216,38 1 3 86,stat
38,1,3,1.581,26.7.2023,87,112,112.1,h-,M210,Mean,24,125,0.01,0.28,0.133,h-M210,38 1 3 87,flat
38,1,3,1.731,26.7.2023,88,101,101.1,h-,M216,Mean,24,81,1.25,0.11,1.331,h-M216,38 1 3 88,
38,1,3,1.479,26.7.2023,89,106,106.1,h+,M210,Mean,24,101,0.06,0.27,0.193,h+M210,38 1 3 89,stat
38,1,3,1.219,26.7.2023,90,111,111.1,h-,M210,Mean,24,121,0.01,0.2,0.128,h-M210,38 1 3 90,flat
38,1,3,1.512,26.7.2023,91,159,159.1,h-,M210,Extreme,24,313,0.87,0.23,1.016,h-M210,38 1 3 91,
38,1,3,1.423,26.7.2023,92,132,132.1,h-,M210,Intermediate,24,205,0.01,0.06,0.135,h-M210,38 1 3 92,flat
38,1,3,1.606,26.7.2023,93,anc,anc_h- _M210,h-,M210,anc,anc,339,1.49,0.17,1.546,h-M210,38 1 3 93,stat
38,1,3,1.026,26.7.2023,94,156,156.1,h-,M216,Extreme,24,301,1.33,0.4,1.464,h-M216,38 1 3 94,
38,1,3,1.492,26.7.2023,95,anc,anc_h+_M210,h+,M210,anc,anc,369,1.47,0.18,1.581,h+M210,38 1 3 95,
38,1,3,0.582,26.7.2023,96,86,86.1,h+,M210,Slow,24,21,1.05,0.11,0.808,h+M210,38 1 3 96,stat
38,1,3,1.471,26.7.2023,97,93,93.1,h+,M216,Slow,24,49,1.08,0.17,1.156,h+M216,38 1 3 97,
38,1,3,1.665,26.7.2023,98,anc,anc_h-_M216,h-,M216,anc,anc,372,1.46,0.16,1.571,h-M216,38 1 3 98,
38,1,3,1.341,26.7.2023,99,141,141.1,h+,M216,Intermediate,24,241,0.02,0.11,0.146,h+M216,38 1 3 99,flat
38,1,3,1.214,26.7.2023,100,89,89.1,h+,M216,Slow,24,33,0.01,0.12,0.128,h+M216,38 1 3 100,flat
38,1,4,0.36,26.7.2023,1,115,115.1,h-,M216,Fast,24,137,0.01,0.25,0.13,h-M216,38 1 4 1,flat
38,1,4,0.674,26.7.2023,2,99,99.1,h-,M216,Mean,24,73,0.01,0.12,0.133,h-M216,38 1 4 2,flat
38,1,4,1.563,26.7.2023,3,81,81.1,h+,M216,Slow,24,1,1.48,0.14,1.586,h+M216,38 1 4 3,stat
38,1,4,1.688,26.7.2023,4,anc,anc_h+_M216,h+,M216,anc,anc,322,1.44,0.19,1.561,h+M216,38 1 4 4,
38,1,4,0.191,26.7.2023,6,anc,anc_h- _M210,h-,M210,anc,anc,371,0.01,0.07,0.126,h-M210,38 1 4 6,flat
38,1,4,1.668,26.7.2023,7,95,95.1,h-,M210,Slow,24,57,0.63,0.11,0.737,h-M210,38 1 4 7,
